ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2046	10/15/2046	USD	4.32	Act360	Linear	1	07/16/2046	10/15/2046	USD LIBOR 3M	True	07/12/2046	07/16/2046	10/15/2046																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2046	07/16/2046	USD	4.32	Act360	Linear	1	04/16/2046	07/16/2046	USD LIBOR 3M	True	04/12/2046	04/16/2046	07/16/2046																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2046	04/16/2046	USD	4.32	Act360	Linear	1	01/16/2046	04/16/2046	USD LIBOR 3M	True	01/11/2046	01/16/2046	04/16/2046																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2046	01/16/2046	USD	4.32	Act360	Linear	1	10/16/2045	01/16/2046	USD LIBOR 3M	True	10/12/2045	10/16/2045	01/16/2046																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2045	10/16/2045	USD	4.32	Act360	Linear	1	07/17/2045	10/16/2045	USD LIBOR 3M	True	07/13/2045	07/17/2045	10/16/2045																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2045	07/17/2045	USD	4.32	Act360	Linear	1	04/17/2045	07/17/2045	USD LIBOR 3M	True	04/13/2045	04/17/2045	07/17/2045																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2045	04/17/2045	USD	4.32	Act360	Linear	1	01/17/2045	04/17/2045	USD LIBOR 3M	True	01/12/2045	01/17/2045	04/17/2045																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2045	01/17/2045	USD	4.32	Act360	Linear	1	10/17/2044	01/17/2045	USD LIBOR 3M	True	10/13/2044	10/17/2044	01/17/2045																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2044	10/17/2044	USD	4.32	Act360	Linear	1	07/15/2044	10/17/2044	USD LIBOR 3M	True	07/13/2044	07/15/2044	10/17/2044																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2044	07/15/2044	USD	4.32	Act360	Linear	1	04/18/2044	07/15/2044	USD LIBOR 3M	True	04/13/2044	04/18/2044	07/15/2044																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2044	04/18/2044	USD	4.32	Act360	Linear	1	01/15/2044	04/18/2044	USD LIBOR 3M	True	01/13/2044	01/15/2044	04/18/2044																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2044	01/15/2044	USD	4.32	Act360	Linear	1	10/15/2043	01/15/2044	USD LIBOR 3M	True	10/13/2043	10/15/2043	01/15/2044																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2043	10/15/2043	USD	4.32	Act360	Linear	1	07/15/2043	10/15/2043	USD LIBOR 3M	True	07/13/2043	07/15/2043	10/15/2043																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2043	07/15/2043	USD	4.32	Act360	Linear	1	04/15/2043	07/15/2043	USD LIBOR 3M	True	04/13/2043	04/15/2043	07/15/2043																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2043	04/15/2043	USD	4.32	Act360	Linear	1	01/15/2043	04/15/2043	USD LIBOR 3M	True	01/13/2043	01/15/2043	04/15/2043																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2043	01/15/2043	USD	4.32	Act360	Linear	1	10/15/2042	01/15/2043	USD LIBOR 3M	True	10/10/2042	10/15/2042	01/15/2043																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2042	10/15/2042	USD	4.32	Act360	Linear	1	07/15/2042	10/15/2042	USD LIBOR 3M	True	07/11/2042	07/15/2042	10/15/2042																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2042	07/15/2042	USD	4.32	Act360	Linear	1	04/15/2042	07/15/2042	USD LIBOR 3M	True	04/11/2042	04/15/2042	07/15/2042																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2042	04/15/2042	USD	4.32	Act360	Linear	1	01/15/2042	04/15/2042	USD LIBOR 3M	True	01/13/2042	01/15/2042	04/15/2042																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2042	01/15/2042	USD	4.32	Act360	Linear	1	10/15/2041	01/15/2042	USD LIBOR 3M	True	10/10/2041	10/15/2041	01/15/2042																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2041	10/15/2041	USD	4.32	Act360	Linear	1	07/15/2041	10/15/2041	USD LIBOR 3M	True	07/11/2041	07/15/2041	10/15/2041																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2041	07/15/2041	USD	4.32	Act360	Linear	1	04/15/2041	07/15/2041	USD LIBOR 3M	True	04/11/2041	04/15/2041	07/15/2041																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2041	04/15/2041	USD	4.32	Act360	Linear	1	01/15/2041	04/15/2041	USD LIBOR 3M	True	01/11/2041	01/15/2041	04/15/2041																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2041	01/15/2041	USD	4.32	Act360	Linear	1	10/15/2040	01/15/2041	USD LIBOR 3M	True	10/11/2040	10/15/2040	01/15/2041																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2040	10/15/2040	USD	4.32	Act360	Linear	1	07/16/2040	10/15/2040	USD LIBOR 3M	True	07/12/2040	07/16/2040	10/15/2040																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2040	07/16/2040	USD	4.32	Act360	Linear	1	04/16/2040	07/16/2040	USD LIBOR 3M	True	04/12/2040	04/16/2040	07/16/2040																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2040	04/16/2040	USD	4.32	Act360	Linear	1	01/17/2040	04/16/2040	USD LIBOR 3M	True	01/12/2040	01/17/2040	04/16/2040																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2040	01/17/2040	USD	4.32	Act360	Linear	1	10/17/2039	01/17/2040	USD LIBOR 3M	True	10/13/2039	10/17/2039	01/17/2040																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2039	10/17/2039	USD	4.32	Act360	Linear	1	07/15/2039	10/17/2039	USD LIBOR 3M	True	07/13/2039	07/15/2039	10/17/2039																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2039	07/15/2039	USD	4.32	Act360	Linear	1	04/15/2039	07/15/2039	USD LIBOR 3M	True	04/13/2039	04/15/2039	07/15/2039																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2039	04/15/2039	USD	4.32	Act360	Linear	1	01/18/2039	04/15/2039	USD LIBOR 3M	True	01/13/2039	01/18/2039	04/15/2039																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2039	01/18/2039	USD	4.32	Act360	Linear	1	10/15/2038	01/18/2039	USD LIBOR 3M	True	10/13/2038	10/15/2038	01/18/2039																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2038	10/15/2038	USD	4.32	Act360	Linear	1	07/15/2038	10/15/2038	USD LIBOR 3M	True	07/13/2038	07/15/2038	10/15/2038																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2038	07/15/2038	USD	4.32	Act360	Linear	1	04/15/2038	07/15/2038	USD LIBOR 3M	True	04/13/2038	04/15/2038	07/15/2038																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2038	04/15/2038	USD	4.32	Act360	Linear	1	01/15/2038	04/15/2038	USD LIBOR 3M	True	01/13/2038	01/15/2038	04/15/2038																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2038	01/15/2038	USD	4.32	Act360	Linear	1	10/15/2037	01/15/2038	USD LIBOR 3M	True	10/13/2037	10/15/2037	01/15/2038																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2037	10/15/2037	USD	4.32	Act360	Linear	1	07/15/2037	10/15/2037	USD LIBOR 3M	True	07/13/2037	07/15/2037	10/15/2037																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2037	07/15/2037	USD	4.32	Act360	Linear	1	04/15/2037	07/15/2037	USD LIBOR 3M	True	04/13/2037	04/15/2037	07/15/2037																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2037	04/15/2037	USD	4.32	Act360	Linear	1	01/15/2037	04/15/2037	USD LIBOR 3M	True	01/13/2037	01/15/2037	04/15/2037																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2037	01/15/2037	USD	4.32	Act360	Linear	1	10/15/2036	01/15/2037	USD LIBOR 3M	True	10/10/2036	10/15/2036	01/15/2037																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2036	10/15/2036	USD	4.32	Act360	Linear	1	07/15/2036	10/15/2036	USD LIBOR 3M	True	07/11/2036	07/15/2036	10/15/2036																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2036	07/15/2036	USD	4.32	Act360	Linear	1	04/15/2036	07/15/2036	USD LIBOR 3M	True	04/10/2036	04/15/2036	07/15/2036																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2036	04/15/2036	USD	4.32	Act360	Linear	1	01/15/2036	04/15/2036	USD LIBOR 3M	True	01/11/2036	01/15/2036	04/15/2036																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2036	01/15/2036	USD	4.32	Act360	Linear	1	10/15/2035	01/15/2036	USD LIBOR 3M	True	10/11/2035	10/15/2035	01/15/2036																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2035	10/15/2035	USD	4.32	Act360	Linear	1	07/16/2035	10/15/2035	USD LIBOR 3M	True	07/12/2035	07/16/2035	10/15/2035																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2035	07/16/2035	USD	4.32	Act360	Linear	1	04/16/2035	07/16/2035	USD LIBOR 3M	True	04/12/2035	04/16/2035	07/16/2035																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2035	04/16/2035	USD	4.32	Act360	Linear	1	01/16/2035	04/16/2035	USD LIBOR 3M	True	01/11/2035	01/16/2035	04/16/2035																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2035	01/16/2035	USD	4.32	Act360	Linear	1	10/16/2034	01/16/2035	USD LIBOR 3M	True	10/12/2034	10/16/2034	01/16/2035																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2034	10/16/2034	USD	4.32	Act360	Linear	1	07/17/2034	10/16/2034	USD LIBOR 3M	True	07/13/2034	07/17/2034	10/16/2034																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2034	07/17/2034	USD	4.32	Act360	Linear	1	04/17/2034	07/17/2034	USD LIBOR 3M	True	04/13/2034	04/17/2034	07/17/2034																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2034	04/17/2034	USD	4.32	Act360	Linear	1	01/17/2034	04/17/2034	USD LIBOR 3M	True	01/12/2034	01/17/2034	04/17/2034																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2034	01/17/2034	USD	4.32	Act360	Linear	1	10/17/2033	01/17/2034	USD LIBOR 3M	True	10/13/2033	10/17/2033	01/17/2034																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2033	10/17/2033	USD	4.32	Act360	Linear	1	07/15/2033	10/17/2033	USD LIBOR 3M	True	07/13/2033	07/15/2033	10/17/2033																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2033	07/15/2033	USD	4.32	Act360	Linear	1	04/18/2033	07/15/2033	USD LIBOR 3M	True	04/13/2033	04/18/2033	07/15/2033																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2033	04/18/2033	USD	4.32	Act360	Linear	1	01/18/2033	04/18/2033	USD LIBOR 3M	True	01/13/2033	01/18/2033	04/18/2033																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2033	01/18/2033	USD	4.32	Act360	Linear	1	10/15/2032	01/18/2033	USD LIBOR 3M	True	10/13/2032	10/15/2032	01/18/2033																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2032	10/15/2032	USD	4.32	Act360	Linear	1	07/15/2032	10/15/2032	USD LIBOR 3M	True	07/13/2032	07/15/2032	10/15/2032																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2032	07/15/2032	USD	4.32	Act360	Linear	1	04/15/2032	07/15/2032	USD LIBOR 3M	True	04/13/2032	04/15/2032	07/15/2032																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2032	04/15/2032	USD	4.32	Act360	Linear	1	01/15/2032	04/15/2032	USD LIBOR 3M	True	01/13/2032	01/15/2032	04/15/2032																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2032	01/15/2032	USD	4.32	Act360	Linear	1	10/15/2031	01/15/2032	USD LIBOR 3M	True	10/10/2031	10/15/2031	01/15/2032																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2031	10/15/2031	USD	4.32	Act360	Linear	1	07/15/2031	10/15/2031	USD LIBOR 3M	True	07/11/2031	07/15/2031	10/15/2031																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2031	07/15/2031	USD	4.32	Act360	Linear	1	04/15/2031	07/15/2031	USD LIBOR 3M	True	04/10/2031	04/15/2031	07/15/2031																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/08/2031	04/15/2031	USD	4.32	Act360	Linear	1	01/15/2031	04/15/2031	USD LIBOR 3M	True	01/13/2031	01/15/2031	04/15/2031																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2031	01/15/2031	USD	4.32	Act360	Linear	1	10/15/2030	01/15/2031	USD LIBOR 3M	True	10/10/2030	10/15/2030	01/15/2031																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2030	10/15/2030	USD	4.32	Act360	Linear	1	07/15/2030	10/15/2030	USD LIBOR 3M	True	07/11/2030	07/15/2030	10/15/2030																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2030	07/15/2030	USD	4.32	Act360	Linear	1	04/15/2030	07/15/2030	USD LIBOR 3M	True	04/11/2030	04/15/2030	07/15/2030																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2030	04/15/2030	USD	4.32	Act360	Linear	1	01/15/2030	04/15/2030	USD LIBOR 3M	True	01/11/2030	01/15/2030	04/15/2030																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2030	01/15/2030	USD	4.32	Act360	Linear	1	10/15/2029	01/15/2030	USD LIBOR 3M	True	10/11/2029	10/15/2029	01/15/2030																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/09/2029	10/15/2029	USD	4.32	Act360	Linear	1	07/16/2029	10/15/2029	USD LIBOR 3M	True	07/12/2029	07/16/2029	10/15/2029																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/10/2029	07/16/2029	USD	4.32	Act360	Linear	1	04/16/2029	07/16/2029	USD LIBOR 3M	True	04/12/2029	04/16/2029	07/16/2029																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2029	04/16/2029	USD	4.32	Act360	Linear	1	01/16/2029	04/16/2029	USD LIBOR 3M	True	01/11/2029	01/16/2029	04/16/2029																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2029	01/16/2029	USD	4.32	Act360	Linear	1	10/16/2028	01/16/2029	USD LIBOR 3M	True	10/12/2028	10/16/2028	01/16/2029																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2028	10/16/2028	USD	4.32	Act360	Linear	1	07/17/2028	10/16/2028	USD LIBOR 3M	True	07/13/2028	07/17/2028	10/16/2028																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2028	07/17/2028	USD	4.32	Act360	Linear	1	04/17/2028	07/17/2028	USD LIBOR 3M	True	04/12/2028	04/17/2028	07/17/2028																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/10/2028	04/17/2028	USD	4.32	Act360	Linear	1	01/18/2028	04/17/2028	USD LIBOR 3M	True	01/13/2028	01/18/2028	04/17/2028																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2028	01/18/2028	USD	4.32	Act360	Linear	1	10/15/2027	01/18/2028	USD LIBOR 3M	True	10/13/2027	10/15/2027	01/18/2028																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2027	10/15/2027	USD	4.32	Act360	Linear	1	07/15/2027	10/15/2027	USD LIBOR 3M	True	07/13/2027	07/15/2027	10/15/2027																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2027	07/15/2027	USD	4.32	Act360	Linear	1	04/15/2027	07/15/2027	USD LIBOR 3M	True	04/13/2027	04/15/2027	07/15/2027																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2027	04/15/2027	USD	4.32	Act360	Linear	1	01/15/2027	04/15/2027	USD LIBOR 3M	True	01/13/2027	01/15/2027	04/15/2027																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2027	01/15/2027	USD	4.32	Act360	Linear	1	10/15/2026	01/15/2027	USD LIBOR 3M	True	10/13/2026	10/15/2026	01/15/2027																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2026	10/15/2026	USD	4.32	Act360	Linear	1	07/15/2026	10/15/2026	USD LIBOR 3M	True	07/13/2026	07/15/2026	10/15/2026																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2026	07/15/2026	USD	4.32	Act360	Linear	1	04/15/2026	07/15/2026	USD LIBOR 3M	True	04/13/2026	04/15/2026	07/15/2026																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2026	04/15/2026	USD	4.32	Act360	Linear	1	01/15/2026	04/15/2026	USD LIBOR 3M	True	01/13/2026	01/15/2026	04/15/2026																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2026	01/15/2026	USD	4.32	Act360	Linear	1	10/15/2025	01/15/2026	USD LIBOR 3M	True	10/10/2025	10/15/2025	01/15/2026																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2025	10/15/2025	USD	4.32	Act360	Linear	1	07/15/2025	10/15/2025	USD LIBOR 3M	True	07/11/2025	07/15/2025	10/15/2025																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2025	07/15/2025	USD	4.32	Act360	Linear	1	04/15/2025	07/15/2025	USD LIBOR 3M	True	04/11/2025	04/15/2025	07/15/2025																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2025	04/15/2025	USD	4.32	Act360	Linear	1	01/15/2025	04/15/2025	USD LIBOR 3M	True	01/13/2025	01/15/2025	04/15/2025																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2025	01/15/2025	USD	4.32	Act360	Linear	1	10/15/2024	01/15/2025	USD LIBOR 3M	True	10/10/2024	10/15/2024	01/15/2025																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2024	10/15/2024	USD	4.32	Act360	Linear	1	07/15/2024	10/15/2024	USD LIBOR 3M	True	07/11/2024	07/15/2024	10/15/2024																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/09/2024	07/15/2024	USD	4.32	Act360	Linear	1	04/15/2024	07/15/2024	USD LIBOR 3M	True	04/11/2024	04/15/2024	07/15/2024																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/09/2024	04/15/2024	USD	4.32	Act360	Linear	1	01/16/2024	04/15/2024	USD LIBOR 3M	True	01/11/2024	01/16/2024	04/15/2024																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/09/2024	01/16/2024	USD	4.32	Act360	Linear	1	10/16/2023	01/16/2024	USD LIBOR 3M	True	10/12/2023	10/16/2023	01/16/2024																		
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/10/2023	10/16/2023	USD	7.125	30/360 ISMA	Linear	1	07/17/2023	10/17/2023																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2023	07/17/2023	USD	7.125	30/360 ISMA	Linear	1	04/17/2023	07/17/2023																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2023	04/17/2023	USD	7.125	30/360 ISMA	Linear	1	01/17/2023	04/17/2023																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/10/2023	01/17/2023	USD	7.125	30/360 ISMA	Linear	1	10/17/2022	01/17/2023																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/11/2022	10/17/2022	USD	7.125	30/360 ISMA	Linear	1	07/17/2022	10/17/2022																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	07/11/2022	07/15/2022	USD	7.125	30/360 ISMA	Linear	1	04/18/2022	07/18/2022																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	04/11/2022	04/18/2022	USD	7.125	30/360 ISMA	Linear	1	01/18/2022	04/18/2022																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	01/11/2022	01/18/2022	USD	7.125	30/360 ISMA	Linear	1	10/18/2021	01/18/2022																							
US Preferreds	MS 7.125% Perp	MORGAN STANLEY	USD	25	25	US61762V2007		10/15/2080					A	10/08/2021	10/15/2021	USD	7.125	30/360 ISMA	Linear	1	07/15/2021	10/15/2021																							
